,headline,label
1203,Brazil's former richest man Batista faces corruption charges,Positive
1204,"Early movers: MYL, LMT, GD, GPOR, AMZN, WMT, PBR & more",Neutral
1205,Futures point to positive end to 2016 as billions pour into stocks,Positive
1206,Cramer’s lightning round: Why this stock is the ‘First National Bank of Trump’,Positive
1207,DST Global Leads $80 Million Private Investment in Nubank,Positive
1208,Plane carrying Brazil’s Chapecoense soccer team crashes in Colombia,Positive
1209,"Brazil firms lean on FX, debt dynamics as slump lingers",Negative
1210,"Brazil anti-government protesters occupy Congress, call for coup",Negative
1211,US crude settles down 9 cents at $43.32 as traders fear another year of glut,Negative
1212,Petrobras asset sales fuel Brazilian M&A revival,Positive
1213,Dow ripping to new highs on Donald Trump presidency,Positive
1214,Dow rips to all time high as investors embrace Trump presidency,Positive
1215,Fitch Downgrades Anheuseur-Busch InBev to 'BBB'; Withdraws SABMiller,Negative
1216,HSBC ready to put more capital in investment bank,Positive
1217,EMERGING MARKETS-Latam currencies seesaw on U.S. election uncertainty,Negative
1218,UPDATE 2-UK Stocks-Factors to watch on Nov 2,Negative
1219,UK Stocks-Factors to watch on Nov 2,Positive
1220,BRIEF-Kirin Holdings unit Brasil Kirin Holdings S. A. to sell Cachoeiras de Macacu Bebidas Ltda at about 14.6 bln yen,Negative
1221,"Exclusive: Coca-Cola, Ambev eye Brazil juice maker, sources say",Positive
1222,EMERGING MARKETS-Brazil stocks rise; Usiminas soars on smaller quarterly loss,Negative
1223,UPDATE 1-Ambev cuts guidance as Brazil recession weighs on beer sales,Negative
1224,AmBev cuts guidance as Brazil recession weighs on beer sales,Negative
1225,US stocks futures tick higher after stronger-than-expected GDP data,Negative
1226,Stocks close lower after global bonds sell-off; real estate slides 2%,Negative
1227,Dow closes higher as Boeing gains offset Apple’s fall; financials lead,Positive
1228,Stocks close lower after mixed earnings results; consumer stocks fall 1%,Negative
1229,"Stocks close higher amid earnings, M&A activity but dollar and oil cap gains",Neutral
1230,"Busiest day for earnings, GDP and more coming in the next week",Negative
1231,Rio rebooted: why luxury brands are buying in to the city,Positive
1232,Brazil soft drinks production was weakest September since 2011,Negative
1233,Tim Seymour on how to invest in emerging markets,Neutral
1234,AB InBev to retain its name after SABMiller takeover,Positive
1235,RPT-UPDATE 1-Hungry Nomad Foods ready to start M&A shopping again,Positive
1236,UPDATE 1-Hungry Nomad Foods ready to start M&A shopping again,Positive
1237,Hungry Nomad Foods ready to start M&A shopping again,Positive
1238,Why HSBC chose to move on from being ‘the world’s local bank’,Positive
1239,No prizes for runner up in Brics race,Positive
1240,HSBC Q2 profits fall as $2.5bn buyback announced,Positive
1241,HSBC plans two major share buybacks after profits drop,Positive
1242,HSBC second-quarter profit slides 45%,Positive
1243,BoE eases EU banks’ post-Brexit fears,Negative
1244,"UPDATE 2-Ambev profit misses, Brazil revenue outlook flat; shares fall",Positive
1245,Brazil's Ambev reports 18 pct drop in 2nd quarter profit,Positive
1246,Brazil's Ambev to launch returnable bottles campaign to raise sales,Positive
1247,"Ambev profit misses, Brazil revenue outlook flat; shares fall",Positive
1248,Rio 2016: Is Brazil doing the Olympics on the cheap?,Positive
1249,"EMERGING MARKETS-Latam stocks, currencies seesaw on U.S., China data",Positive
1250,HSBC completes Brazilian sales,Positive
1251,Brazil beer production in June falls to 2012 levels,Positive
1252,EU probes AB InBev’s practices in home market,Negative
1253,AB InBev faces antitrust probe in Belgium,Negative
1254,"Brazil oil research park woos L'Oreal, Inbev as petro-market slips",Positive
1255,Zelotes: Brazil’s ‘other’ corruption probe,Negative
1256,Brazil probe means a boom for lawyers,Positive
1257,"EMERGING MARKETS-Latam stocks, currencies down for 4th day on Brexit jitters",Positive
1258,Spain’s big banks stay committed to Latam Premium,Positive
1259,Reversal of fortune raises Latam stakes Premium,Negative
1260,Bradesco CEO indicted in Brazil,Positive
1261,EMERGING MARKETS-Latam currencies slip ahead of Yellen speech,Negative
1262,AB InBev shuffles Latin American assets,Negative
1263,Investors boost bets on post-Rousseff Brazil but doubts persist,Negative
1264,"Brazil's Ambev passes Peru, Colombia, Ecuador ops to AB InBev",Negative
1265,"Investors boost bets on post-Rousseff Brazil, long-term doubts persist",Positive
1266,UPDATE 1-Investors boost bets on post-Rousseff Brazil but doubts persist,Negative
1267,Fitch Downgrades ABI to 'BBB+'; Rating Watch Negative,Negative
1268,"U.S. RESEARCH ROUNDUP-Cirrus Logic, Lumentum Holdings, Scorpio Bulkers",Positive
1269,Charles Brandes: 4 ways to make money now from value investing,Positive
1270,AB InBev profits disappoint due to Brazil,Negative
1271,HSBC’s Profit Down 18% as Markets Weigh on Results,Positive
1272,HSBC: blend until bland,Neutral
1273,Brazilian banks’ bad loan problem,Negative
1274,Big pharma dominates ranking of stocks with best five-year returns,Positive
1275,Deals of the day- Mergers and acquisitions,Neutral
1276,Brazil's Ambev to acquire local juice producer Do Bem,Positive
1277,UPDATE 1-Brazil's Ambev to acquire local juice producer Do Bem,Positive
1278,Brazilian equities: swinging,Positive
1279,"Roger Agnelli, mining executive, 1959-2016",Positive
1280,"Roger Agnelli, ‘Iron Man’ Who Led a Global Mining Giant, Dies at 56",Positive
1281,"After Living Brazil’s Dream, Family Confronts Microcephaly and Economic Crisis",Negative
1282,HSBC dividend rise seen as unsustainable,Negative
1283,EMERGING MARKETS-Brazil real seesaws ahead of Carnaval; U.S. job data weighs,Negative
1284,Brazil’s equity market: still without a pulse,Negative
1285,Fitch Publishes Latin America Quarterly Beverage Trends for 3Q'15,Neutral
1286,Rising bad loans at Itau spark Brazil bank rout,Positive
1287,The only way to play emerging markets that won’t crush you,Positive
1288,LatAm cost cuts key to AB InBev/SABMiller Premium,Negative
1289,Fitch Rates Anheuser-Busch InBev's Bond 'A RWN(EXP)',Negative
1290,Brazil to drag Kirin to first annual loss,Negative
1291,"Your first trade for Friday, December 18",Positive
1292,Coffee deal spotlights reclusive Reimanns,Positive
1293,Fitch Maintains Anheuser-Busch InBev & SABMiller plc on RWN,Negative
1294,Glimmers amid the economic gloom in Brazil,Negative
1295,"InBev's Brazil unit buys Canadian beer, cider brands for $350 mln",Positive
1296,"InBev's Brazil unit buys Canadian beer, cider brands for $350 million",Positive
1297,HSBC chief’s losing streak continues,Negative
1298,Specialist insurers make good progress,Positive
1299,"EMERGING MARKETS-Latam currencies, stocks gain ahead of Fed decision",Positive
1300,Fitch Publishes Latin America Quarterly Beverage Trends for 2Q'15,Neutral
1301,Champagne on ice for AB InBev’s Megabrew,Neutral
1302,MegaKega? Megabrew? Beer merger plans launch corporate name game,Positive
1303,Anheuser-Busch InBev and SABMiller to Join,Positive
1304,3G founder is thirsty for beer dominance,Positive
1305,The Family That May Hold the Key to a Beer Deal,Positive
1306,Fitch Places Anheuser-Busch InBev and SABMiller plc on Rating Watch Negative,Negative
1307,Timeline: SABMiller would be culmination of years of deals for AB Inbev,Negative
1308,TIMELINE-SABMiller would be culmination of years of deals for AB Inbev,Negative
1309,Fitch Updates Scenario Analysis of ABI/SABMiller Combination,Negative
1310,Slowdown hits spending power,Positive
1311,LatAm companies seek markets further afield,Positive
1312,Big Beer Deals,Positive
1313,Fitch: ABI Could Face Multi-Notch Downgrade From SABMiller Deal,Negative
1314,AB InBev approaches SABMiller over tie-up,Negative
1315,The Brazilians Behind the Consolidation in Beer,Positive
1316,Anheuser-Busch InBev Approaches SABMiller on Possible Takeover,Positive
1317,"China falters, and the global economy is forced to adapt",Negative
1318,HSBC H1 adjusted pre-tax profit up 2% at $13BN,Positive
1319,AB InBev unit Ambev buys Brazilian craft brewer Colorado,Positive
1320,AB InBev’s hard-nosed kings of beer,Negative
1321,"RPT-Brazil soccer probe to put harsh glare on Nike, other sponsors",Negative
1322,"Brazil soccer probe to put harsh glare on Nike, other sponsors",Negative
1323,Whirlpool and AB InBev team up on hot-and-cold drink machine,Positive
1324,"Jorge Paulo Lemann, a lean, hungry mogul",Positive
1325,AB InBev to appoint JAB chief as chairman,Negative
1326,Ruthless operating focus behind 3G rise,Neutral
1327,"3G Capital, Warren Buffett’s Favorite Partner in Deals Worth Billions",Positive
1328,Companies diary: February 23 - February 27,Negative
1329,"UPDATE 1-Verde hedge fund expects repricing of Brazil assets, especially currency",Neutral
1330,"Verde hedge fund expects repricing of Brazil assets, especially currency",Positive
1331,BNDES: Tycoons’ lender of first resort,Neutral
1332,Fitch Publishes Ratings Navigator for 9 Alcoholic Beverages Companies,Negative
1333,Fitch Affirms Anheuser Busch InBev at 'A'; Outlook Stable,Positive
1334,Fitch Upgrades SABMiller to 'A-'; Outlook Stable,Positive
1335,Brazil's Neves closing campaign cash gap thanks to banks and ethanol,Positive
1336,Responsible drinking—beyond the bartender,Positive
1337,Brazilian sentiment sours as Rousseff widens lead,Positive
1338,"Lightning Round: Home Depot, Coca-Cola & more",Positive
1339,"Market driving Cramer to drink, really",Neutral
1340,UPDATE 1-Brazil to delay tax hike on beverages -industry official,Negative
1341,Fitch: Combined ABI/SABMiller Could Remain Investment Grade,Positive
1342,Fitch: Rating Impact of a Combined ABI-SABM,Negative
1343,"Dow, S&P 500 end lower following drop in energy shares",Neutral
1344,"US STOCKS-Dow, S&P 500 end lower following drop in energy shares",Neutral
1345,"STXNEWS LATAM-Petrobras market cap beats Ambev, regains top Brazil spot",Negative
1346,Banco Espirito Santo’s Brazil play poses warning for other EU banks,Negative
1347,World Cup Revelry Overwhelms Beloved Neighborhood in São Paulo,Positive
1348,Portugal’s BES hits back–should we blame the parent?,Negative
1349,"AB InBev thirsty for growth in Asia, but Africa less promising -CEO",Positive
1350,"Even if Brazil wins World Cup, it loses: Bankers",Positive
1351,COLUMN-The score on Brazil as a long-term investment,Positive
1352,The score on Brazil as a long-term investment,Positive
1353,Brazil’s companies need soccer team’s global clout,Neutral
1354,BG falls as analysts play down sale,Positive
1355,Brazil stocks poised for World Cup boost,Positive
1356,"Eyeing elections, drought-hit Sao Paulo resists water rationing",Neutral
1357,EMERGING MARKETS-Latam stocks follow global rise; currencies up on U.S. data,Negative
1358,World Cup boost for Brazil? Don’t bet on it,Positive
1359,U.S./Canada daily earnings hits & misses May 7 - 1800 ET,Negative
1360,EMERGING MARKETS-Brazil stocks fall with Ambev; mining shares drop,Negative
1361,The bank of the future,Neutral
1362,Will beer tax rise be a Brazilian own goal?,Positive
1363,Truck maker MAN wins orders from Brazil,Positive
1364,Mondelez unveils new cost-cutting strategy,Positive
1365,Emerging markets selloff bruises big-name funds,Neutral
1366,Analysis: Emerging markets selloff bruises big-name funds,Negative
1367,World Cup fails to lift Brazilian stocks,Positive
1368,RPT-Fitch Affirms Anheuser Busch InBev at 'A' on Oriental Brewery Acquisition,Positive
1369,Brazil acquires taste for premium beer,Positive
1370,Challenging year forces Brazil to rethink,Positive
1371,"Brazil stocks rise on improving German, U.S. data",Positive
1372,"EMERGING MARKETS-Brazil stocks rise on improving German, U.S. data",Neutral
1373,"Analysis: Brazilian companies cut back to protect profit, trim debt",Positive
1374,Companies beach tax bills in Spanish shells,Negative
1375,RPT-Fitch affirms Anheuser Busch InBev at 'A'; outlook stable,Positive
1376,CORRECTED-RESEARCH ALERT-Souza Cruz: JP Morgan raises to overweight (Aug 12),Neutral
1377,Ação da Ambev após resultado do 2º trimestre,Positive
1378,$15 tickets to soccer’s World Cup? Only if you’re Brazilian,Positive
1379,The Best Market Outside the US: Pro,Positive
1380,"Your First Move for Tuesday, June 25",Positive
1381,Multilatinas: moving up the ranks,Positive
1382,Brazil investors look beyond benchmark,Positive
1383,RPT-Fitch: More Consumer Firms to Follow PMI With Minority Buy-Outs,Neutral
1384,Analysis: Consumer stocks shine in emerging market profit gloom,Neutral
1385,STXNEWS LATAM-Bofa sees Ambev's share merger adding 12 pct to EPS,Positive
1386,The New Billion Dollar Retail Democracy,Neutral
1387,EMERGING MARKETS-Brazil stocks mixed on first-quarter earnings,Positive
1388,AB InBev: losing its fizz in Brazil,Negative
1389,Invest Like a Drunk: 5 Booze Stocks to Buy in 2013,Positive
1390,COLUMN-Catch a falling BRIC and put it in your pocket,Positive
1391,Brazil's Ambev says exit from Venezuela limited to plant closure,Negative
1392,Beer maker Brahma shuts Venezuela plant on sales slide,Negative
1393,"Ambev sees unit costs up this year on currency, higher taxes",Positive
1394,Are We in Danger of a Beer Monopoly?,Negative
1395,The Week Ahead: February 25 - March 3,Negative
1396,RPT-Buffett deal for Heinz a wake-up call to food industry,Positive
1397,Buffett deal for Heinz a wake-up call to food industry,Positive
1398,Heinz deal puts 3G in limelight,Positive
1399,"After Heinz, a Brazilian invasion? Not so quick",Positive
1400,AB InBev setback may hasten last round of beer M&A,Negative
1401,TEXT-Fitch rates Anheuser-Busch InBev's USD4bn issues at 'A',Neutral
1402,Soccer-Brazil league bets big on season ticket plan,Positive
1403,"Analysis: Brazil's once-envied energy matrix a victim of ""hubris""",Neutral
1404,Petrobras CEO says fuel imports rising; awaits price increase-Globo,Positive
1405,TEXT-Fitch affirms Embotelladora Andina ratings at 'A',Neutral
1406,"EMERGING MARKETS-Brazil stocks in modest gains, Mexico flat",Positive
1407,Ambev to restructure shares at Sao Paulo stock exchange - filing,Positive
1408,TEXT-S&P summary: Anheuser-Busch InBev N.V./S.A.,Positive
1409,UPDATE 4-Santander Brasil sees “new normal” for Brazil banks in two years,Negative
1410,UPDATE 2-Profit at Santander Brasil slumps on higher provisions,Neutral
1411,UPDATE 5-Santander Brasil sees ‘new normal’ for Brazil banks,Negative
1412,UPDATE 4-Brazil’s Ita+¦ sees expense cuts as way to stem slide,Negative
1413,TEXT-S&P publishes peer comparison on global brewers,Positive
1414,UPDATE 1-Machinists go on strike at Bombardier Learjet in Kansas,Negative
1415,Machinists go on strike at Bombardier Learjet in Kansas,Negative
1416,Lufthansa wants more buying power with plane makers,Positive
1417,UPDATE 1-SNC-Lavalin picked to build Vancouver-area light rail line,Neutral
1418,BRIEF-Bombardier secures orders for six global business jets,Positive
1419,UPDATE 2-Qatar won’t take Boeing 787s until engine fault fixed,Negative
1420,UPDATE 1-Qatar won’t take Boeing 787s until engine fault fixed,Negative
1421,"Qatar Airways CEO backs BAE, EADS merger; eyes Bombardier jets",Positive
1422,CANADA STOCKS-TSX may open higher; weak data fuels stimulus hope,Positive
1423,BRIEF-Bombardier rail control technology on board Mass Rapid Transit in Malaysia,Positive
1424,Bombardier signs $64 mln train contract with Deutsche Bahn,Neutral
1425,BRIEF-Bombardier to deliver 5 windexx vario multiple units to Deutsche Bahn,Negative
1426,"UPDATE 1-Bombardier wins $156 mln contracts in Germany, Malaysia",Positive
1427,"Owner of Labatt USA, Genesee beer seeks buyer-sources",Positive
1428,ADR REPORT-ADRs edge up but LatAm shares fall 1 pct,Positive
1429,Bulls Are Thirsty for Ambev,Neutral
1430,Cramer: Why You Should Still Care About Stocks,Positive
1431,TEXT-Fitch affirms Compania Cervecerias Unidas ratings,Negative
1432,TEXT-S&P raises Cerveceria Nacional Dominicana S.A. ratings,Negative
1433,TEXT-S&P raises AmBev rating to 'A',Neutral
1434,UPDATE 3-AB InBev in talks to buy rest of Modelo-source,Positive
1435,TEXT-Fitch: Anheuser's full control of Modelo makes sense,Positive
1436,"ADR REPORT-ADRs fall, led by losses in LatAm shares",Negative
1437,Slow and steady Mexico draws equity bets over Brazil,Positive
1438,Analysis: Slow and steady Mexico draws equity bets over Brazil,Positive
1439,TEXT-Fitch ups Anheuser Busch InBev SA/NV to 'A';otlk stbl,Neutral
1440,TEXT-Fitch raises Ambev ratings to 'A',Neutral
1441,TEXT-S&P upgrades Cerveceria Nacional Dominicana to B+; On Watch Pos,Positive
1442,BRIEF-Moody's comments on Ambev's strategic alliance in the Caribbean.,Positive
1443,TEXT-Fitch on Anheuser Busch InBev,Neutral
1444,UPDATE 4-AmBev to buy control of Dominican brewer CND,Negative
1445,AmBev to pay $1 bln for stake in Caribbean brewer,Positive
1446,TEXT-Fitch says Ambev acquisition a strategic positive,Positive
1447,TEXT-S&P: AmBev ratings unaffected by CND acquisition,Positive
1448,AmBev to buy control of Dominican brewer CND,Positive
1449,AB InBev lead bidder for Dominican brewer - WSJ,Positive
1450,Economic stimulus to help Brazil industrial stocks,Positive
1451,CORRECTED-TEXT-S&P revises Molson Coors outlook to negative,Negative
1452,UPDATE 1-Economic stimulus to help Brazil industrial stocks,Positive
1453,How to Ride Brazil’s 2012 Rally,Positive
1454,Soccer-FIFA tells Brazil it must have beer at World Cup,Positive
1455,Do Emerging Markets Offer Shelter From EU Storm?,Positive
1456,Navellier: Four Stocks To Defy DC,Negative
1457,12 Best Value Plays For Investors: Strategists,Positive
1458,6 Expensive Stocks Worth Buying: Contrarian Strategy,Positive
1459,5 Buys on Brazil’s Rising Middle Class,Positive
1460,Your First Move For Tuesday March 23rd,Positive
1461,Week Ahead: Stocks Search for Catalyst in Quiet Week,Positive
1462,"Betting On Sin: Beer, Diabetes, Tobacco",Negative
